epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5933008193969727,2.8020687103271484,0.7385416626930237,2.034818649291992
1,0.7523772716522217,1.9389718770980835,0.7695963382720947,1.8925303220748901
2,0.7832819223403931,1.8167251348495483,0.7766926884651184,1.8628010749816895
3,0.8066532015800476,1.7401171922683716,0.7829427123069763,1.8490970134735107
4,0.8190857172012329,1.7046087980270386,0.7822265625,1.8697752952575684
5,0.8410112857818604,1.6370699405670166,0.797656238079071,1.7921063899993896
6,0.867964506149292,1.5584825277328491,0.8020182251930237,1.7782739400863647
